ID,Low Level Name,Mid Level Name,High Level Name,CIP Number,CIP Group Name
10.23.08,"Family, Life Course, and Society",,,19.07.06,Child Development.
6.41.01,Family Law,,,19.07.07,Family and Community Services.
6.41.01,Family Law,,,19.07.08,Child Care and Support Services Management.
6.41.01,Family Law,,,19.07.09,Child Care Provider/Assistant.
6.41.01,Family Law,,,19.07.10,Developmental Services Worker.
10.23.08,"Family, Life Course, and Society",,,19.07.99,"Human Development, Family Studies, and Related Services, Other."
,#N/A,,,19.09,Apparel and Textiles.
2.04.09,Industrial and Product Design,,,19.09.01,"Apparel and Textiles, General."
5.14.08,Manufacturing,,,19.09.02,Apparel and Textile Manufacture.
2.04.09,Industrial and Product Design,,,19.09.04,Textile Science.
3.21.00,Marketing,,,19.09.05,Apparel and Textile Marketing Management.
2.04.04,Fashion Design,,,19.09.06,Fashion and Fabric Consultant.
2.04.05,"Fiber, Textile, and Weaving Arts",,,19.09.99,"Apparel and Textiles, Other."
,#N/A,,,19.99,"Family and Consumer Sciences/Human Sciences, Other."
10.26.01,Other Social and Behavioral Sciences,,,19.99.99,"Family and Consumer Sciences/Human Sciences, Other."
,#N/A,,,,TECHNOLOGY EDUCATION/INDUSTRIAL ARTS.
,#N/A,,,21.01,Technology Education/Industrial Arts Programs.
2.04.09,Industrial and Product Design,,,21.01.01,Technology Education/Industrial Arts.
,#N/A,,,,LEGAL PROFESSIONS AND STUDIES.
,#N/A,,,22,Non-Professional General Legal Studies (Undergraduate).
10.12.00,Legal Studies,,,22.00.00,"Legal Studies, General."
10.12.04,Other Legal Studies,,,22.00.01,Pre-Law Studies.
6.00.00,Law,,,22.01,Law.
6.00.00,Law,,,22.01.01,Law.
,#N/A,,,22.02,Legal Research and Advanced Professional Studies.
6.80.01,Legal Writing and Research,,,22.02.01,"Advanced Legal Research/Studies, General."
6.18.01,Comparative and Foreign Law,,,22.02.02,Programs for Foreign Lawyers.
6.61.01,Jurisprudence,,,22.02.03,American/U.S. Law/Legal Studies/Jurisprudence.
6.61.01,Jurisprudence,,,22.02.04,Canadian Law/Legal Studies/Jurisprudence.
6.09.01,Banking and Finance Law,,,22.02.05,"Banking, Corporate, Finance, and Securities Law."
6.18.01,Comparative and Foreign Law,,,22.02.06,Comparative Law.
6.37.01,Environmental Law,,,22.02.07,"Energy, Environment, and Natural Resources Law."
6.48.01,Health Law and Policy,,,22.02.08,Health Law.
6.56.01,International Law,,,22.02.09,International Law and Legal Studies.
6.57.01,International Trade Law,,,22.02.10,"International Business, Trade, and Tax Law."
6.107.01,Tax Law,,,22.02.11,Tax Law/Taxation.
6.54.01,Intellectual Property Law,,,22.02.12,Intellectual Property Law.
6.80.01,Legal Writing and Research,,,22.02.99,"Legal Research and Advanced Professional Studies, Other."
,#N/A,,,22.03,Legal Support Services.
10.12.04,Other Legal Studies,,,22.03.01,Legal Administrative Assistant/Secretary.
10.12.04,Other Legal Studies,,,22.03.02,Legal Assistant/Paralegal.
10.12.04,Other Legal Studies,,,22.03.03,Court Reporting/Court Reporter.
10.12.04,Other Legal Studies,,,22.03.99,"Legal Support Services, Other."
,#N/A,,,22.99,"Legal Professions and Studies, Other."
10.12.04,Other Legal Studies,,,22.99.99,"Legal Professions and Studies, Other."
,#N/A,,,,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
,#N/A,,,23.01,"English Language and Literature, General."
2.16.00,English Language and Literature,,,23.01.01,"English Language and Literature, General."
,#N/A,,,23.04,English Composition.
2.41.00,Rhetoric and Composition,,,23.04.01,English Composition.
2.12.00,Creative Writing,,,23.05,Creative Writing.
2.12.00,Creative Writing,,,23.05.01,Creative Writing.
,#N/A,,,23.07,American Literature (United States and Canadian.)
2.02.02,American Literature,,,23.07.01,American Literature (United States).
2.02.02,American Literature,,,23.07.02,American Literature (Canadian).
,#N/A,,,23.08,English Literature (British and Commonwealth).
2.16.03,"Literature in English, British Isles",,,23.08.01,English Literature (British and Commonwealth).
10.04.16,Speech and Rhetorical Studies,,,23.1,Speech and Rhetorical Studies.
10.04.16,Speech and Rhetorical Studies,,,23.10.01,Speech and Rhetorical Studies.
,#N/A,,,23.11,Technical and Business Writing.
3.06.01,Business and Corporate Communications,,,23.11.01,Technical and Business Writing.
,#N/A,,,23.13,Rhetoric and Composition/Writing Studies.
2.12.00,Creative Writing,,,23.13.01,"Writing, General."
2.12.00,Creative Writing,,,23.13.02,Creative Writing.
2.46.01,Technical and Professional Writing,,,23.13.03,"Professional, Technical, Business, and Scientific Writing."
2.41.00,Rhetoric and Composition,,,23.13.04,Rhetoric and Composition.
2.41.02,Other Rhetoric and Composition,,,23.13.99,"Rhetoric and Composition/Writing Studies, Other."
,#N/A,,,23.14,Literature.
2.16.00,English Language and Literature,,,23.14.01,General Literature.
2.02.02,American Literature,,,23.14.02,American Literature (United States).
2.02.02,American Literature,,,23.14.03,American Literature (Canadian).
2.16.03,"Literature in English, British Isles",,,23.14.04,English Literature (British and Commonwealth).
2.16.01,Children's and Young Adult Literature,,,23.14.05,Children's and Adolescent Literature.
2.16.06,Other English Language and Literature,,,23.14.99,"Literature, Other."
2.16.06,Other English Language and Literature,,,23.99,"English Language and Literature/Letters, Other."
2.16.06,Other English Language and Literature,,,23.99.99,"English Language and Literature/Letters, Other."
,#N/A,,,,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES."
,#N/A,,,24.01,"Liberal Arts and Sciences, General Studies and Humanities."
4.25.01,Liberal Studies,,,24.01.01,Liberal Arts and Sciences/Liberal Studies.
,#N/A,,,24.01.02,General Studies.
2.49.01,Other Arts and Humanities,,,24.01.03,Humanities/Humanistic Studies.
2.49.01,Other Arts and Humanities,,,24.01.99,"Liberal Arts and Sciences, General Studies and Humanities, Other."
,#N/A,,,,LIBRARY SCIENCE.
,#N/A,,,25.01,Library Science and Administration.
10.14.00,Library and Information Science,,,25.01.01,Library and Information Science.
10.14.00,Library and Information Science,,,25.01.02,Children and Youth Library Services.
10.14.01,Archival Science,,,25.01.03,Archives/Archival Administration.
10.14.00,Library and Information Science,,,25.01.99,"Library Science and Administration, Other."
,#N/A,,,25.03,Library and Archives Assisting.
10.14.01,Archival Science,,,25.03.01,Library and Archives Assisting.
10.14.00,Library and Information Science,,,25.99,"Library Science, Other."
10.14.00,Library and Information Science,,,25.99.99,"Library Science, Other."
,#N/A,,,,BIOLOGICAL AND BIOMEDICAL SCIENCES.
,#N/A,,,26.01,"Biology, General."
7.06.00,Biology,,,26.01.01,"Biology/Biological Sciences, General."
5.04.10,Other Biomedical Engineering and Bioengineering,,,26.01.02,"Biomedical Sciences, General."
,#N/A,,,26.02,"Biochemistry, Biophysics and Molecular Biology."
7.03.01,Biochemistry,,,26.02.02,Biochemistry.
7.03.02,Biophysics,,,26.02.03,Biophysics.
7.03.03,Molecular Biology,,,26.02.04,Molecular Biology.
7.03.05,"Other Biochemistry, Biophysics, and Structural Biology",,,26.02.05,Molecular Biochemistry.
7.03.05,"Other Biochemistry, Biophysics, and Structural Biology",,,26.02.06,Molecular Biophysics.
7.03.04,Structural Biology,,,26.02.07,Structural Biology.
7.03.05,"Other Biochemistry, Biophysics, and Structural Biology",,,26.02.08,Photobiology.
8.14.29,Other Medical Sciences,,,26.02.09,Radiation Biology/Radiobiology.
7.03.01,Biochemistry,,,26.02.10,Biochemistry and Molecular Biology.
7.03.05,"Other Biochemistry, Biophysics, and Structural Biology",,,26.02.99,"Biochemistry, Biophysics and Molecular Biology, Other."
,#N/A,,,26.03,Botany/Plant Biology.
7.23.03,Botany,,,26.03.01,Botany/Plant Biology.
7.23.09,Plant Pathology,,,26.03.05,Plant Pathology/Phytopathology.
7.23.03,Botany,,,26.03.07,Plant Physiology.
7.23.07,Plant Biology,,,26.03.08,Plant Molecular Biology.
7.23.11,Other Plant Sciences,,,26.03.99,"Botany/Plant Biology, Other."
,#N/A,,,26.04,Cell/Cellular Biology and Anatomical Sciences.
7.08.03,Cell Biology,,,26.04.01,Cell/Cellular Biology and Histology.
8.03.00,Anatomy,,,26.04.03,Anatomy.
7.08.04,Developmental Biology,,,26.04.04,Developmental Biology and Embryology.
7.19.06,Systems Neuroscience,,,26.04.05,Neuroanatomy.
7.08.03,Cell Biology,,,26.04.06,Cell/Cellular and Molecular Biology.
7.08.03,Cell Biology,,,26.04.07,Cell Biology and Anatomy.
7.08.03,Cell Biology,,,26.04.99,"Cell/Cellular Biology and Anatomical Sciences, Other."
,#N/A,,,26.05,Microbiological Sciences and Immunology.
7.18.00,Microbiology,,,26.05.02,"Microbiology, General."
8.14.17,Medical Microbiology,,,26.05.03,Medical Microbiology and Bacteriology.
7.18.06,Virology,,,26.05.04,Virology.
7.14.05,Parasitology,,,26.05.05,Parasitology.
7.18.07,Other Microbiology,,,26.05.06,Mycology.
7.14.00,Immunology and Infectious Disease,,,26.05.07,Immunology.
7.14.00,Immunology and Infectious Disease,,,26.05.08,Microbiology and Immunology.
7.18.07,Other Microbiology,,,26.05.99,"Microbiological Sciences and Immunology, Other."
,#N/A,,,26.07,Zoology/Animal Biology.
7.02.07,Zoology,,,26.07.01,Zoology/Animal Biology.
7.10.01,Entomology,,,26.07.02,Entomology.
8.27.08,Veterinary Physiology,,,26.07.07,Animal Physiology.
7.02.08,Other Animal Sciences,,,26.07.08,Animal Behavior and Ethology.
7.02.08,Other Animal Sciences,,,26.07.09,Wildlife Biology.
7.02.08,Other Animal Sciences,,,26.07.99,"Zoology/Animal Biology, Other."
,#N/A,,,26.08,Genetics.
7.13.02,Genetics,,,26.08.01,"Genetics, General."
7.13.04,Molecular Genetics,,,26.08.02,Molecular Genetics.
7.13.05,Other Genetics and Genomics,,,26.08.03,Microbial and Eukaryotic Genetics.
7.13.05,Other Genetics and Genomics,,,26.08.04,Animal Genetics.
7.23.08,Plant Breeding and Genetics,,,26.08.05,Plant Genetics.
8.14.15,Medical Genetics,,,26.08.06,Human/Medical Genetics.
7.13.03,Genomics,,,26.08.07,Genome Sciences/Genomics.
7.13.05,Other Genetics and Genomics,,,26.08.99,"Genetics, Other."
,#N/A,,,26.09,"Physiology, Pathology and Related Sciences."
7.22.00,Physiology,,,26.09.01,"Physiology, General."
7.22.01,Cellular and Molecular Physiology,,,26.09.02,Molecular Physiology.
7.22.01,Cellular and Molecular Physiology,,,26.09.03,Cell Physiology.
7.22.03,Endocrinology,,,26.09.04,Endocrinology.
8.14.28,Reproductive and Urinary Physiology,,,26.09.05,Reproductive Biology.
7.19.00,Neuroscience and Neurobiology,,,26.09.06,Neurobiology and Neurophysiology.
8.03.03,Cardiovascular System,,,26.09.07,Cardiovascular Science.
7.22.04,Exercise Physiology,,,26.09.08,Exercise Physiology.
5.04.09,Vision Science,,,26.09.09,Vision Science/Physiological Optics.
8.15.25,Pathology,,,26.09.10,Pathology/Experimental Pathology.
7.08.01,Cancer Biology,,,26.09.11,Oncology and Cancer Biology.
7.22.06,Other Physiology,,,26.09.12,Aerospace Physiology and Medicine.
7.26.01,Other Life Sciences,,,26.09.99,"Physiology, Pathology, and Related Sciences, Other."
,#N/A,,,26.1,Pharmacology and Toxicology.
7.21.03,Pharmacology,,,26.10.01,Pharmacology.
7.21.05,"Other Pharmacology, Toxicology and Environmental Health",,,26.10.02,Molecular Pharmacology.
7.21.05,"Other Pharmacology, Toxicology and Environmental Health",,,26.10.03,Neuropharmacology.
7.21.04,Toxicology,,,26.10.04,Toxicology.
7.21.05,"Other Pharmacology, Toxicology and Environmental Health",,,26.10.05,Molecular Toxicology.
7.21.01,Environmental Health,,,26.10.06,Environmental Toxicology.
7.21.00,"Pharmacology, Toxicology and Environmental Health",,,26.10.07,Pharmacology and Toxicology.
7.21.05,"Other Pharmacology, Toxicology and Environmental Health",,,26.10.99,"Pharmacology and Toxicology, Other."
,#N/A,,,26.11,"Biomathematics, Bioinformatics, and Computational Biology."
8.14.11,Medical Biomathematics and Biometrics,,,26.11.01,Biometry/Biometrics.
9.10.03,Biostatistics,,,26.11.02,Biostatistics.
7.05.01,Bioinformatics,,,26.11.03,Bioinformatics.
7.13.01,Computational Biology,,,26.11.04,Computational Biology.
7.26.01,Other Life Sciences,,,26.11.99,"Biomathematics, Bioinformatics, and Computational Biology, Other."
7.07.01,Biotechnology,,,26.12,Biotechnology.
7.07.01,Biotechnology,,,26.12.01,Biotechnology.
,#N/A,,,26.13,"Ecology, Evolution, Systematics, and Population Biology."
7.09.00,Ecology and Evolutionary Biology,,,26.13.01,Ecology.
7.17.01,Marine Biology,,,26.13.02,Marine Biology and Biological Oceanography.
7.09.03,Evolution,,,26.13.03,Evolutionary Biology.
7.17.01,Marine Biology,,,26.13.04,Aquatic Biology/Limnology.
9.06.00,Environmental Sciences,,,26.13.05,Environmental Biology.
7.09.04,Population Biology,,,26.13.06,Population Biology.
9.06.06,Natural Resources and Conservation,,,26.13.07,Conservation Biology.
7.25.01,Systems Biology,,,26.13.08,Systematic Biology/Biological Systematics.
8.23.04,Epidemiology,,,26.13.09,Epidemiology.
7.09.00,Ecology and Evolutionary Biology,,,26.13.10,Ecology and Evolutionary Biology.
7.09.06,Other Ecology and Evolutionary Biology,,,26.13.99,"Ecology, Evolution, Systematics and Population Biology, Other."
,#N/A,,,26.14,Molecular Medicine.
8.14.18,Medical Molecular Biology,,,26.14.01,Molecular Medicine.
,#N/A,,,26.15,Neurobiology and Neurosciences.
8.14.26,Neurosciences,,,26.15.01,Neuroscience.
7.19.06,Systems Neuroscience,,,26.15.02,Neuroanatomy.
7.19.06,Systems Neuroscience,,,26.15.03,Neurobiology and Anatomy.
7.19.01,Behavioral Neurobiology,,,26.15.04,Neurobiology and Behavior.
7.19.00,Neuroscience and Neurobiology,,,26.15.99,"Neurobiology and Neurosciences, Other."
,#N/A,,,26.99,"Biological and Biomedical Sciences, Other."
8.28.01,Other Medicine and Health Sciences,,,26.99.99,"Biological and Biomedical Sciences, Other."
,#N/A,,,,MATHEMATICS AND STATISTICS.
,#N/A,,,27.01,Mathematics.
9.07.00,Mathematics,,,27.01.01,"Mathematics, General."
9.07.02,Algebraic Geometry,,,27.01.02,Algebra and Number Theory.
9.07.03,Analysis,,,27.01.03,Analysis and Functional Analysis.
9.07.06,Geometry and Topology,,,27.01.04,Geometry/Geometric Analysis.
9.07.06,Geometry and Topology,,,27.01.05,Topology and Foundations.
9.07.11,Other Mathematics,,,27.01.99,"Mathematics, Other."
,#N/A,,,27.03,Applied Mathematics.
9.01.00,Applied Mathematics,,,27.03.01,"Applied Mathematics, General."
9.01.08,Other Applied Mathematics,,,27.03.03,Computational Mathematics.
9.01.08,Other Applied Mathematics,,,27.03.04,Computational and Applied Mathematics.
9.01.08,Other Applied Mathematics,,,27.03.05,Financial Mathematics.
9.10.02,Biometry,,,27.03.06,Mathematical Biology.
9.01.08,Other Applied Mathematics,,,27.03.99,"Applied Mathematics, Other."
,#N/A,,,27.05,Statistics.
9.10.00,Statistics and Probability,,,27.05.01,"Statistics, General."
9.10.17,Other Statistics and Probability,,,27.05.02,Mathematical Statistics and Probability.
9.10.17,Other Statistics and Probability,,,27.05.03,Mathematics and Statistics.
9.10.17,Other Statistics and Probability,,,27.05.99,"Statistics, Other."
,#N/A,,,27.99,"Mathematics and Statistics, Other."
9.10.17,Other Statistics and Probability,,,27.99.99,"Mathematics and Statistics, Other."
,#N/A,,,,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART."
,#N/A,,,28.01,"Air Force ROTC, Air Science and Operations."
10.19.09,Military and Veterans Studies,,,28.01.01,Air Force JROTC/ROTC.
10.19.09,Military and Veterans Studies,,,28.01.99,"Air Force ROTC, Air Science and Operations, Other."
,#N/A,,,28.03,"Army ROTC, Military Science and Operations."
10.19.09,Military and Veterans Studies,,,28.03.01,Army JROTC/ROTC.
10.19.09,Military and Veterans Studies,,,28.03.99,"Army ROTC, Military Science and Operations, Other."
,#N/A,,,28.04,"Navy/Marine ROTC, Naval Science and Operations."
10.19.09,Military and Veterans Studies,,,28.04.01,Navy/Marine Corps JROTC/ROTC.
10.19.09,Military and Veterans Studies,,,28.04.99,"Navy/Marine Corps ROTC, Naval Science and Operations, Other."
,#N/A,,,28.05,Military Science and Operational Studies.
10.19.09,Military and Veterans Studies,,,28.05.01,Air Science/Airpower Studies.
10.19.09,Military and Veterans Studies,,,28.05.02,Air and Space Operational Art and Science.
10.19.09,Military and Veterans Studies,,,28.05.03,Military Operational Art and Science/Studies.
10.19.09,Military and Veterans Studies,,,28.05.04,Advanced Military and Operational Studies.
10.19.09,Military and Veterans Studies,,,28.05.05,Naval Science and Operational Studies.
10.19.01,Defense and Security Studies,,,28.05.06,"Special, Irregular and Counterterrorist Operations."
10.19.09,Military and Veterans Studies,,,28.05.99,"Military Science and Operational Studies, Other."
,#N/A,,,28.06,Security Policy and Strategy.
10.19.01,Defense and Security Studies,,,28.06.01,"Strategic Studies, General."
10.19.09,Military and Veterans Studies,,,28.06.02,Military and Strategic Leadership.
10.19.09,Military and Veterans Studies,,,28.06.03,Military and International Operational Law.
10.19.01,Defense and Security Studies,,,28.06.04,Joint Operations Planning and Strategy.
10.19.01,Defense and Security Studies,,,28.06.05,Weapons of Mass Destruction.
10.19.01,Defense and Security Studies,,,28.06.99,"National Security Policy and Strategy, Other."
,#N/A,,,28.07,Military Economics and Management.
10.19.01,Defense and Security Studies,,,28.07.01,National Resource Strategy and Policy.
10.19.23,"Other Public Affairs, Public Policy and Public Administration",,,28.07.02,Industry Studies.
10.19.09,Military and Veterans Studies,,,28.07.03,Military Installation Management.
10.19.02,Economic Policy,,,28.07.99,"Military Economics and Management, Other."
,#N/A,,,28.99,"Military Science, Leadership and Operational Art, Other."
10.19.09,Military and Veterans Studies,,,28.99.99,"Military Science, Leadership and Operational Art, Other."
,#N/A,,,,MILITARY TECHNOLOGIES AND APPLIED SCIENCES.
,#N/A,,,29.01,Military Technologies.
10.19.17,Science and Technology Policy,,,29.01.01,Military Technologies.
,#N/A,,,29.02,"Intelligence, Command Control and Information Operations."
10.19.01,Defense and Security Studies,,,29.02.01,"Intelligence, General."
10.19.01,Defense and Security Studies,,,29.02.02,Strategic Intelligence.
10.19.01,Defense and Security Studies,,,29.02.03,Signal/Geospatial Intelligence.
10.19.09,Military and Veterans Studies,,,29.02.04,"Command & Control (C3, C4I) Systems and Operations."
10.19.09,Military and Veterans Studies,,,29.02.05,Information Operations/Joint Information Operations.
10.19.09,Military and Veterans Studies,,,29.02.06,Information/Psychological Warfare and Military Media Relations.
10.19.01,Defense and Security Studies,,,29.02.07,Cyber/Electronic Operations and Warfare.
10.19.01,Defense and Security Studies,,,29.02.99,"Intelligence, Command Control and Information Operations, Other."
,#N/A,,,29.03,Military Applied Sciences.
5.20.01,Other Engineering,,,29.03.01,Combat Systems Engineering.
5.14.06,Energy Systems,,,29.03.02,Directed Energy Systems.
5.14.01,"Acoustics, Dynamics, and Controls",,,29.03.03,Engineering Acoustics.
5.13.07,Other Materials Science and Engineering,,,29.03.04,Low-Observables and Stealth Technology.
5.01.10,Other Aerospace Engineering,,,29.03.05,Space Systems Operations.
9.08.06,Other Oceanography and Atmospheric Sciences and Meteorology,,,29.03.06,Operational Oceanography.
10.19.01,Defense and Security Studies,,,29.03.07,Undersea Warfare.
10.19.09,Military and Veterans Studies,,,29.03.99,"Military Applied Sciences, Other."
,#N/A,,,29.04,Military Systems and Maintenance Technology.
5.01.10,Other Aerospace Engineering,,,29.04.01,Aerospace Ground Equipment Technology.
10.19.17,Science and Technology Policy,,,29.04.02,Air and Space Operations Technology.
5.01.10,Other Aerospace Engineering,,,29.04.03,Aircraft Armament Systems Technology.
10.19.01,Defense and Security Studies,,,29.04.04,Explosive Ordinance/Bomb Disposal.
10.19.01,Defense and Security Studies,,,29.04.05,"Joint Command/Task Force (C3, C4I) Systems."
10.19.17,Science and Technology Policy,,,29.04.06,Military Information Systems Technology.
5.01.10,Other Aerospace Engineering,,,29.04.07,Missile and Space Systems Technology.
5.01.10,Other Aerospace Engineering,,,29.04.08,Munitions Systems/Ordinance Technology.
5.10.09,Systems and Communications,,,29.04.09,Radar Communications and Systems Technology.
10.19.17,Science and Technology Policy,,,29.04.99,"Military Systems and Maintenance Technology, Other."
,#N/A,,,29.99,"Military Technologies and Applied Sciences, Other."
10.19.01,Defense and Security Studies,,,29.99.99,"Military Technologies and Applied Sciences, Other."
,#N/A,,,,MULTI/INTERDISCIPLINARY STUDIES.
,#N/A,,,30,"Multi-/Interdisciplinary Studies, General."
,#N/A,,,30.00.00,"Multi-/Interdisciplinary Studies, General."
,#N/A,,,30.01,Biological and Physical Sciences.
7.03.02,Biophysics,,,30.01.01,Biological and Physical Sciences.
,#N/A,,,30.05,Peace Studies and Conflict Resolution.
6.85.01,"Military, War, and Peace",,,30.05.01,Peace Studies and Conflict Resolution.
,#N/A,,,30.06,Systems Science and Theory.
9.11.01,Other Physical Sciences and Mathematics,,,30.06.01,Systems Science and Theory.
,#N/A,,,30.08,Mathematics and Computer Science.
9.04.10,Theory and Algorithms,,,30.08.01,Mathematics and Computer Science.
,#N/A,,,30.1,Biopsychology.
10.18.02,Biological Psychology,,,30.10.01,Biopsychology.
10.23.10,Gerontology,,,30.11,Gerontology.
10.23.10,Gerontology,,,30.11.01,Gerontology.
1.07.01,Historic Preservation and Conservation,,,30.12,Historic Preservation and Conservation.
1.07.01,Historic Preservation and Conservation,,,30.12.01,Historic Preservation and Conservation.
1.05.01,Cultural Resource Management and Policy Analysis,,,30.12.02,Cultural Resource Management and Policy Analysis.
1.07.01,Historic Preservation and Conservation,,,30.12.99,"Historic Preservation and Conservation, Other."
,#N/A,,,30.13,Medieval and Renaissance Studies.
2.28.01,Medieval Studies,,,30.13.01,Medieval and Renaissance Studies.
,#N/A,,,30.14,Museology/Museum Studies.
2.31.01,Museum Studies,,,30.14.01,Museology/Museum Studies.
,#N/A,,,30.15,"Science, Technology and Society."
10.20.01,Science and Technology Studies,,,30.15.01,"Science, Technology and Society."
,#N/A,,,30.16,Accounting and Computer Science.
3.01.01,Accounting,,,30.16.01,Accounting and Computer Science.
,#N/A,,,30.17,Behavioral Sciences.
10.00.00,Social and Behavioral Sciences,,,30.17.01,Behavioral Sciences.
,#N/A,,,30.18,Natural Sciences.
9.00.00,Physical Sciences and Mathematics,,,30.18.01,Natural Sciences.
,#N/A,,,30.19,Nutrition Sciences.
7.20.00,Nutrition,,,30.19.01,Nutrition Sciences.
,#N/A,,,30.2,International/Global Studies.
10.10.00,International and Area Studies,,,30.20.01,International/Global Studies.
,#N/A,,,30.21,Holocaust and Related Studies.
2.23.25,Other History,,,30.21.01,Holocaust and Related Studies.
,#N/A,,,30.22,Classical and Ancient Studies.
2.24.07,"Other History of Art, Architecture, and Archaeology",,,30.22.01,Ancient Studies/Civilization.
2.10.04,Classical Archaeology and Art History,,,30.22.02,"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology."
,#N/A,,,30.23,Intercultural/Multicultural and Diversity Studies.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,30.23.01,Intercultural/Multicultural and Diversity Studies.
,#N/A,,,30.24,Neuroscience.
8.14.26,Neurosciences,,,30.24.01,Neuroscience.
,#N/A,,,30.25,Cognitive Science.
10.18.06,Cognitive Psychology,,,30.25.01,Cognitive Science.
,#N/A,,,30.26,Cultural Studies/Critical Theory and Analysis.
10.04.03,Critical and Cultural Studies,,,30.26.01,Cultural Studies/Critical Theory and Analysis.
,#N/A,,,30.27,Human Biology.
8.00.00,Medicine and Health Sciences,,,30.27.01,Human Biology.
,#N/A,,,30.28,Dispute Resolution.
6.31.01,Dispute Resolution and Arbitration,,,30.28.01,Dispute Resolution.
,#N/A,,,30.29,Maritime Studies.
7.17.01,Marine Biology,,,30.29.01,Maritime Studies.
,#N/A,,,30.3,Computational Science.
9.01.04,Numerical Analysis and Computation,,,30.30.01,Computational Science.
,#N/A,,,30.31,Human Computer Interaction.
9.04.04,Graphics and Human Computer Interfaces,,,30.31.01,Human Computer Interaction.
,#N/A,,,30.32,Marine Sciences.
7.17.01,Marine Biology,,,30.32.01,Marine Sciences.
,#N/A,,,30.33,Sustainability Studies.
9.06.09,Sustainability,,,30.33.01,Sustainability Studies.
,#N/A,,,30.99,"Multi/Interdisciplinary Studies, Other."
,#N/A,,,30.99.99,"Multi-/Interdisciplinary Studies, Other."
,#N/A,,,,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES."
,#N/A,,,31.01,"Parks, Recreation and Leisure Studies."
10.19.16,"Recreation, Parks and Tourism Administration",,,31.01.01,"Parks, Recreation and Leisure Studies."
,#N/A,,,31.03,"Parks, Recreation and Leisure Facilities Management."
10.19.16,"Recreation, Parks and Tourism Administration",,,31.03.01,"Parks, Recreation and Leisure Facilities Management, General."
10.19.16,"Recreation, Parks and Tourism Administration",,,31.03.02,Golf Course Operation and Grounds Management.
10.19.16,"Recreation, Parks and Tourism Administration",,,31.03.99,"Parks, Recreation and Leisure Facilities Management, Other."
,#N/A,,,31.05,Health and Physical Education/Fitness.
4.17.01,Health and Physical Education,,,31.05.01,"Health and Physical Education/Fitness, General."
3.29.01,Sports Management,,,31.05.04,Sport and Fitness Administration/Management.
7.15.02,Exercise Science,,,31.05.05,Kinesiology and Exercise Science.
4.17.01,Health and Physical Education,,,31.05.07,Physical Fitness Technician.
10.24.01,Sports Studies,,,31.05.08,Sports Studies.
4.17.01,Health and Physical Education,,,31.05.99,"Health and Physical Education/Fitness, Other."
4.27.01,Outdoor Education,,,31.06,Outdoor Education.
4.27.01,Outdoor Education,,,31.06.01,Outdoor Education.
,#N/A,,,31.99,"Parks, Recreation, Leisure, and Fitness Studies, Other."
10.19.16,"Recreation, Parks and Tourism Administration",,,31.99.99,"Parks, Recreation, Leisure, and Fitness Studies, Other."
,#N/A,,,,BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION.
,#N/A,,,32.01,Basic Skills and Developmental/Remedial Education.
4.34.01,Other Education,,,32.01.01,"Basic Skills and Developmental/Remedial Education, General."
4.28.01,Science and Mathematics Education,,,32.01.04,Developmental/Remedial Mathematics.
4.34.01,Other Education,,,32.01.05,Job-Seeking/Changing Skills.
4.34.01,Other Education,,,32.01.07,Career Exploration/Awareness Skills.
4.34.01,Other Education,,,32.01.08,Developmental/Remedial English.
4.03.01,"Bilingual, Multilingual, and Multicultural Education",,,32.01.09,Second Language Learning.
4.34.01,Other Education,,,32.01.10,Basic Computer Skills.
3.15.03,Training and Development,,,32.01.11,Workforce Development and Training.
4.34.01,Other Education,,,32.01.99,"Basic Skills and Developmental/Remedial Education, Other."
,#N/A,,,,CITIZENSHIP ACTIVITIES.
,#N/A,,,33.01,Citizenship Activities.
10.23.01,Civic and Community Engagement,,,33.01.01,"Citizenship Activities, General."
4.34.01,Other Education,,,33.01.02,American Citizenship Education.
10.23.01,Civic and Community Engagement,,,33.01.03,Community Awareness.
10.23.01,Civic and Community Engagement,,,33.01.04,Community Involvement.
4.34.01,Other Education,,,33.01.05,Canadian Citizenship Education.
10.23.01,Civic and Community Engagement,,,33.01.99,"Citizenship Activities, Other."
,#N/A,,,,HEALTH-RELATED KNOWLEDGE AND SKILLS.
,#N/A,,,34.01,Health-Related Knowledge and Skills.
8.28.01,Other Medicine and Health Sciences,,,34.01.02,Birthing and Parenting Knowledge and Skills.
8.28.01,Other Medicine and Health Sciences,,,34.01.03,Personal Health Improvement and Maintenance.
8.16.09,Substance Abuse and Addiction,,,34.01.04,Addiction Prevention and Treatment.
8.28.01,Other Medicine and Health Sciences,,,34.01.99,"Health-Related Knowledge and Skills, Other."
,#N/A,,,,INTERPERSONAL AND SOCIAL SKILLS.
,#N/A,,,35.01,Interpersonal and Social Skills.
10.04.08,Interpersonal and Small Group Communication,,,35.01.01,"Interpersonal and Social Skills, General."
